"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"347","33.298635","host","3.6.0","USBHID","154","000d000000380f030000000010ff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110fff110f000000000000000000000000000000000000000000000000c500","SET_REPORT Request"
"348","33.298997","3.6.0","host","USBHID","64","","SET_REPORT Response"
"349","33.338648","host","3.6.0","USBHID","154","000e000000380f030000000010ff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120fff120f000000000000000000000000000000000000000000000000c600","SET_REPORT Request"
"350","33.338987","3.6.0","host","USBHID","64","","SET_REPORT Response"
"351","33.379470","host","3.6.0","USBHID","154","000f000000380f030000000010ff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130fff130f000000000000000000000000000000000000000000000000c700","SET_REPORT Request"
"352","33.379778","3.6.0","host","USBHID","64","","SET_REPORT Response"
"353","33.419555","host","3.6.0","USBHID","154","0010000000380f030000000010ff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140fff140f000000000000000000000000000000000000000000000000c000","SET_REPORT Request"
"354","33.419893","3.6.0","host","USBHID","64","","SET_REPORT Response"
"355","33.459454","host","3.6.0","USBHID","154","0011000000380f030000000010ff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150fff150f000000000000000000000000000000000000000000000000c100","SET_REPORT Request"
"356","33.459798","3.6.0","host","USBHID","64","","SET_REPORT Response"
"357","33.499482","host","3.6.0","USBHID","154","0012000000380f030000000010ff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170eff170e000000000000000000000000000000000000000000000000c200","SET_REPORT Request"
"358","33.499793","3.6.0","host","USBHID","64","","SET_REPORT Response"
"359","33.539685","host","3.6.0","USBHID","154","0013000000380f030000000010ff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180eff180e000000000000000000000000000000000000000000000000cd00","SET_REPORT Request"
"360","33.540001","3.6.0","host","USBHID","64","","SET_REPORT Response"
"361","33.579620","host","3.6.0","USBHID","154","0014000000380f030000000010ff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190eff190e000000000000000000000000000000000000000000000000cc00","SET_REPORT Request"
"362","33.579925","3.6.0","host","USBHID","64","","SET_REPORT Response"
"363","33.619166","host","3.6.0","USBHID","154","0015000000380f030000000010ff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0eff1a0e000000000000000000000000000000000000000000000000cf00","SET_REPORT Request"
"364","33.619501","3.6.0","host","USBHID","64","","SET_REPORT Response"
"365","33.659638","host","3.6.0","USBHID","154","0016000000380f030000000010ff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0eff1b0e000000000000000000000000000000000000000000000000ce00","SET_REPORT Request"
"366","33.659949","3.6.0","host","USBHID","64","","SET_REPORT Response"
"367","33.698896","host","3.6.0","USBHID","154","0017000000380f030000000010ff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0eff1d0e000000000000000000000000000000000000000000000000c800","SET_REPORT Request"
"368","33.699204","3.6.0","host","USBHID","64","","SET_REPORT Response"
"369","33.738326","host","3.6.0","USBHID","154","0018000000380f030000000010ff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0dff1e0d000000000000000000000000000000000000000000000000c800","SET_REPORT Request"
"370","33.738742","3.6.0","host","USBHID","64","","SET_REPORT Response"
"371","33.819473","host","3.6.0","USBHID","154","0019000000380f030000000010ff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200dff200d000000000000000000000000000000000000000000000000f600","SET_REPORT Request"
"372","33.819821","3.6.0","host","USBHID","64","","SET_REPORT Response"
"373","33.858504","host","3.6.0","USBHID","154","001a000000380f030000000010ff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210dff210d000000000000000000000000000000000000000000000000f700","SET_REPORT Request"
"374","33.858868","3.6.0","host","USBHID","64","","SET_REPORT Response"
"375","33.898610","host","3.6.0","USBHID","154","001b000000380f030000000010ff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230dff230d000000000000000000000000000000000000000000000000f500","SET_REPORT Request"
"376","33.898926","3.6.0","host","USBHID","64","","SET_REPORT Response"
"377","33.937981","host","3.6.0","USBHID","154","001c000000380f030000000010ff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240dff240d000000000000000000000000000000000000000000000000f200","SET_REPORT Request"
"378","33.938326","3.6.0","host","USBHID","64","","SET_REPORT Response"
"379","33.977989","host","3.6.0","USBHID","154","001d000000380f030000000010ff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250cff250c000000000000000000000000000000000000000000000000f200","SET_REPORT Request"
"380","33.978359","3.6.0","host","USBHID","64","","SET_REPORT Response"
"381","34.018460","host","3.6.0","USBHID","154","001e000000380f030000000010ff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260cff260c000000000000000000000000000000000000000000000000f100","SET_REPORT Request"
"382","34.018800","3.6.0","host","USBHID","64","","SET_REPORT Response"
"383","34.059066","host","3.6.0","USBHID","154","001f000000380f030000000010ff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270cff270c000000000000000000000000000000000000000000000000f000","SET_REPORT Request"
"384","34.059376","3.6.0","host","USBHID","64","","SET_REPORT Response"
"385","34.099020","host","3.6.0","USBHID","154","0000000000380f030000000010ff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290cff290c000000000000000000000000000000000000000000000000fe00","SET_REPORT Request"
"386","34.099318","3.6.0","host","USBHID","64","","SET_REPORT Response"
