"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"41","0.867544","host","3.6.0","USB","154","001f000000380f0300000000100047000047000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"42","0.867861","3.6.0","host","USB","64","","URB_CONTROL out"
"43","0.907805","host","3.6.0","USB","154","0000000000380f030000000010004a00004a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"44","0.908129","3.6.0","host","USB","64","","URB_CONTROL out"
"45","0.949246","host","3.6.0","USB","154","0001000000380f030000000010004e00004e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"46","0.949533","3.6.0","host","USB","64","","URB_CONTROL out"
"47","0.992771","host","3.6.0","USB","154","0002000000380f0300000000100051000051000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"48","0.993145","3.6.0","host","USB","64","","URB_CONTROL out"
"49","1.033119","host","3.6.0","USB","154","0003000000380f0300000000100054000054000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"50","1.033401","3.6.0","host","USB","64","","URB_CONTROL out"
"51","1.078104","host","3.6.0","USB","154","0004000000380f0300000000100058000058000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"52","1.078347","3.6.0","host","USB","64","","URB_CONTROL out"
"53","1.108307","host","3.6.0","USB","154","0005000000380f030000000010005b00005b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"54","1.108587","3.6.0","host","USB","64","","URB_CONTROL out"
"55","1.150795","host","3.6.0","USB","154","0006000000380f030000000010005f00005f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"56","1.151131","3.6.0","host","USB","64","","URB_CONTROL out"
"57","1.192954","host","3.6.0","USB","154","0007000000380f0300000000100062000062000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"58","1.193373","3.6.0","host","USB","64","","URB_CONTROL out"
